col0,col1,col2
3003.1999999999875,-4.941171102379287e-14,3.8719095746438115e-14
3003.3999999999874,-2.4394783932566713e-15,4.003882390023715e-14
3003.599999999987,4.2294252410209066e-14,3.871004604642965e-14
3003.799999999987,5.99344453732463e-14,3.892096741469134e-14
3003.999999999987,-2.9212072485355206e-14,3.562503685604866e-14
3004.1999999999866,8.947358946678838e-15,3.446297541505154e-14
3004.3999999999864,-4.580955772592703e-14,3.250952431517115e-14
3004.5999999999863,-5.990282732739119e-14,3.216401618785433e-14
3004.799999999986,-8.613409600366842e-14,3.13043150158409e-14
3004.999999999986,-1.1580995290896325e-14,3.1589361931382703e-14
3005.1999999999857,-1.1161633683282046e-13,2.95938370109463e-14
3005.3999999999855,-4.7424287126464e-14,3.020522878040624e-14
3005.5999999999854,1.8737090465336184e-14,2.98099049513955e-14
3005.799999999985,-2.7496051496853774e-14,2.9519823272015216e-14
3005.999999999985,-8.435788146580331e-14,2.7392098531369043e-14
3006.199999999985,1.725187261419263e-15,2.7342333651651958e-14
3006.3999999999846,1.2184764610863926e-14,2.620567642280889e-14
3006.5999999999844,-4.628847862463408e-15,2.5533388066639046e-14
3006.7999999999843,-4.870621728202476e-14,2.4131140269052602e-14
3006.999999999984,-6.450298872502994e-14,2.348863697944001e-14
3007.199999999984,-2.846754746537762e-14,2.3657343919676437e-14
3007.3999999999837,-9.279945586385292e-15,2.3002555264196867e-14
3007.5999999999835,1.7457565883345627e-14,2.3079208357791592e-14
3007.7999999999834,3.5885092911514677e-14,2.3334465124578464e-14
3007.999999999983,-1.317876624479632e-14,2.1811238999267478e-14
3008.199999999983,-2.0152006487681763e-14,2.056258538007255e-14
3008.399999999983,-7.503910619504998e-15,2.0159402779377188e-14
3008.5999999999826,2.0484800650460294e-14,2.059380193231066e-14
3008.7999999999824,-1.453354377491979e-14,1.9456555168536303e-14
3008.9999999999823,-3.882832911531603e-14,1.875467317525529e-14
3009.199999999982,-6.721673575133284e-15,1.832080934714448e-14
3009.399999999982,-2.4533672348444474e-14,1.7961106641697575e-14
3009.5999999999817,-4.569668550350771e-14,1.7874751632725e-14
3009.7999999999815,-2.9689755021893374e-14,1.722193656401253e-14
3009.9999999999814,2.361542425911682e-14,1.7652517292419782e-14
3010.199999999981,-6.169005752873534e-15,1.6541350673091385e-14
3010.399999999981,1.8381980796045765e-15,1.6031613021697325e-14
3010.599999999981,2.5119636188827843e-14,1.561805934959578e-14
3010.7999999999806,2.0794196375103872e-14,1.5430853209791318e-14
3010.9999999999804,-3.242149048689712e-14,1.444083263071102e-14
3011.1999999999803,-1.9861255652273146e-14,1.440583661746226e-14
3011.39999999998,4.179811556684907e-15,1.4060032028613903e-14
3011.59999999998,1.6988108036725298e-14,1.4461503622755813e-14
3011.7999999999797,-1.0072405047880945e-14,1.3686004301963033e-14
3011.9999999999795,-7.252295247358372e-15,1.3346368654069529e-14
3012.1999999999794,3.513178585393996e-14,1.4062841636899946e-14
3012.399999999979,1.9138187670915408e-14,1.3125376064064987e-14
3012.599999999979,1.2619207809510657e-14,1.286207502537804e-14
3012.799999999979,1.1856980647968404e-14,1.2429679952397771e-14
3012.9999999999786,1.7932974983453365e-14,1.224017496517446e-14
3013.1999999999784,4.371406174189093e-15,1.1852078021269696e-14
3013.3999999999783,-8.490550690092805e-15,1.1257715849214301e-14
3013.599999999978,5.622196857509943e-15,1.1243384898779706e-14
3013.799999999978,-7.841238102617235e-15,1.0938719006113595e-14
3013.9999999999777,-1.6015660003168737e-14,1.0966889627873379e-14
3014.1999999999775,6.8561760544101624e-15,1.1076394047294415e-14
3014.3999999999774,3.2411298986475753e-14,1.070589082473707e-14
3014.599999999977,5.350307751770785e-15,1.0281096178392513e-14
3014.799999999977,-9.795160999849246e-15,9.652827277458528e-15
3014.999999999977,1.2211795126276705e-14,9.937359196968403e-15
3015.1999999999766,2.449938106660783e-14,9.655038880483809e-15
3015.3999999999764,-3.3462039228259095e-16,8.991374166749961e-15
3015.5999999999763,-6.680957124875243e-15,8.984207420983242e-15
3015.799999999976,7.325537339274504e-15,9.267256185802476e-15
3015.999999999976,-1.262804363369994e-15,8.943327916882855e-15
3016.1999999999757,-1.5199177840256005e-14,8.636868855467408e-15
3016.3999999999755,7.251429579686278e-15,8.640932072515387e-15
3016.5999999999754,2.2130685616863176e-14,8.694302771488933e-15
3016.799999999975,1.6830146556457738e-15,8.099549270211906e-15
3016.999999999975,-1.7029295860818486e-14,7.735607164863992e-15
3017.199999999975,4.5825121956332825e-15,8.064158539609727e-15
3017.3999999999746,5.3621827301748165e-15,7.564542084902409e-15
3017.5999999999744,4.270815082472014e-15,7.30161797587699e-15
3017.7999999999743,1.666977780855408e-14,7.520587851203488e-15
3017.999999999974,4.087688253341529e-15,7.184075213786511e-15
3018.199999999974,-9.997122453594878e-15,6.885378785816175e-15
3018.3999999999737,-5.426000733519797e-15,6.9922726496937735e-15
3018.5999999999735,1.1775079338232491e-14,7.117365439959604e-15
3018.7999999999734,1.342793115062654e-14,6.895670659641789e-15
3018.999999999973,-7.771234217658456e-15,6.345719272043884e-15
3019.199999999973,8.221697350436607e-15,6.3629123468072514e-15
3019.399999999973,2.0062183725823128e-14,6.417360895206179e-15
3019.5999999999726,1.7635403838753456e-14,6.425571609080388e-15
3019.7999999999724,8.398111443460102e-15,6.070941360438115e-15
3019.9999999999723,1.557887729952169e-14,5.9602527889568175e-15
3020.199999999972,-1.7983955778966233e-15,5.676110081086205e-15
3020.399999999972,-2.3596184329236413e-15,5.6554263835472025e-15
3020.5999999999717,-1.3800947096421915e-15,5.766375417659781e-15
3020.7999999999715,1.9756152416046044e-14,6.000093407147397e-15
3020.9999999999714,1.6366623022665873e-14,5.663953040710738e-15
3021.199999999971,-3.000564028946234e-15,5.263468663468853e-15
3021.399999999971,3.923428236078186e-15,5.190703874618499e-15
3021.599999999971,7.023037309854523e-15,5.0316806385515556e-15
3021.7999999999706,7.611976776981597e-15,4.991772681241669e-15
3021.9999999999704,2.0423332316510997e-15,4.92811010844251e-15
3022.1999999999703,7.286820310288458e-15,4.8999742150335635e-15
3022.39999999997,1.231744046359005e-14,4.796350745365314e-15
3022.59999999997,-7.008617420960466e-15,4.4951894515184686e-15
3022.7999999999697,4.485680236136118e-15,4.568903340786221e-15
3022.9999999999695,1.526035733597029e-14,4.630172621992914e-15
3023.1999999999694,4.549001454657534e-15,4.361594991561047e-15
3023.399999999969,2.404941048348851e-15,4.369315273358796e-15
3023.599999999969,5.154504227551692e-15,4.29810902513139e-15
3023.799999999969,1.3735208445869035e-14,4.285182878839815e-15
3023.9999999999686,2.5356310323301377e-15,4.041602884747317e-15
3024.1999999999684,2.603899982054703e-15,3.904228540262773e-15
3024.3999999999683,1.3136608567978526e-15,3.712373883643779e-15
3024.599999999968,2.0889846300123143e-15,3.753137767746866e-15
3024.799999999968,4.224196083121032e-15,3.918604383443573e-15
3024.9999999999677,9.361884165570884e-15,3.9066120909763465e-15
3025.1999999999675,1.27419750708198e-14,3.7902276464412375e-15
3025.3999999999673,1.0259047910775483e-14,3.648041307783342e-15
3025.599999999967,4.110762701374157e-15,3.4620019558637225e-15
3025.799999999967,1.233882550440938e-14,3.5180272560939637e-15
3025.999999999967,1.0703677527645894e-14,3.4213856672516947e-15
3026.1999999999666,5.950242553586166e-15,3.2340207087696226e-15
3026.3999999999664,8.899460080544555e-15,3.25953482344858e-15
3026.5999999999663,8.386291945714115e-15,3.2698184387029575e-15
3026.799999999966,1.0484057131015904e-15,3.089872430047649e-15
3026.999999999966,4.7265056790841455e-15,3.194341450355495e-15
3027.1999999999657,5.023434772810035e-15,3.0624995015659422e-15
3027.3999999999655,4.266056874890813e-15,2.9498871065031934e-15
3027.5999999999653,1.1431996266243662e-14,3.0293199504725704e-15
3027.799999999965,6.798117028073564e-15,2.867939845229892e-15
3027.999999999965,4.5169929266137415e-15,2.6920581124137465e-15
3028.199999999965,3.776979204113233e-15,2.7019609863583333e-15
3028.3999999999646,3.5061232668114886e-15,2.621282580440019e-15
3028.5999999999644,1.0401086865700557e-14,2.655119640858697e-15
3028.7999999999643,4.654060221654906e-15,2.5783551624314078e-15
3028.999999999964,5.0445140347354055e-15,2.59054311950945e-15
3029.199999999964,-1.991232369217958e-15,2.4293779488771374e-15
3029.3999999999637,3.1954644042853173e-15,2.434501227658605e-15
3029.5999999999635,1.0482607857643152e-14,2.6060561044219388e-15
3029.7999999999633,4.947661322931033e-15,2.4227990439758132e-15
3029.999999999963,7.49961277433063e-15,2.4029265922420433e-15
3030.199999999963,7.555201005560088e-15,2.3506064258813292e-15
3030.399999999963,2.3754094564010664e-15,2.306717201961111e-15
3030.5999999999626,-9.880587448953394e-16,2.1795572277875062e-15
3030.7999999999624,3.718518260643162e-15,2.1852865586427343e-15
3030.9999999999623,4.735057323719625e-15,2.175753202821387e-15
3031.199999999962,2.361080835307076e-15,2.085525135697491e-15
3031.399999999962,2.252607096164171e-16,2.1191550965605653e-15
3031.5999999999617,9.223581049459676e-16,2.119647434461157e-15
3031.7999999999615,9.70220421608577e-15,2.177330166410938e-15
3031.9999999999613,3.979891452342158e-15,1.9472415013440693e-15
3032.199999999961,4.810304342621908e-15,1.9444325283327372e-15
3032.399999999961,8.776154953313905e-15,1.951556075419146e-15
3032.599999999961,4.490288942402129e-15,1.8636889008774842e-15
3032.7999999999606,-2.6257648140990927e-16,1.7368977036732905e-15
3032.9999999999604,2.3435019370362338e-15,1.7704518550875855e-15
3033.1999999999603,3.705242289744372e-15,1.78572057687391e-15
3033.39999999996,2.8609499175909128e-15,1.7607540689953526e-15
3033.59999999996,3.922951780045356e-15,1.7933711902117476e-15
3033.7999999999597,3.785668068086168e-15,1.7142109849722681e-15
3033.9999999999595,4.365805168825374e-15,1.754733358806269e-15
3034.1999999999593,7.830598521766773e-15,1.7702387204222327e-15
3034.399999999959,5.509620673105689e-15,1.6902539286086011e-15
3034.599999999959,3.0003611645553667e-15,1.6033092788256178e-15
3034.799999999959,3.410743333544155e-15,1.613135708046715e-15
3034.9999999999586,4.715997388340509e-15,1.5881252603340188e-15
3035.1999999999584,2.114727867103504e-15,1.4916422784111232e-15
3035.3999999999583,3.002914545374865e-15,1.5226087441715564e-15
3035.599999999958,2.699327137408846e-15,1.5050039055167046e-15
3035.799999999958,1.9023610371173266e-15,1.479513931276744e-15
3035.9999999999577,3.986132814614001e-15,1.5146915272135704e-15
3036.1999999999575,7.298152764089773e-15,1.4951760998670681e-15
3036.3999999999573,5.810677781900022e-15,1.486662783472452e-15
3036.599999999957,8.498944786600095e-15,1.4721833905138502e-15
3036.799999999957,8.261709492799005e-15,1.4766780649693367e-15
3036.999999999957,2.650867747221717e-15,1.3361860039641862e-15
3037.1999999999566,2.785222207491063e-15,1.3194071283120258e-15
3037.3999999999564,6.346097895771306e-15,1.3752740333811304e-15
3037.5999999999563,2.3631223964681956e-15,1.3232590106396647e-15
3037.799999999956,-1.5245616315710103e-16,1.2949653573442925e-15
3037.999999999956,2.1485901267523626e-15,1.291711692035652e-15
3038.1999999999557,6.7405797740324735e-15,1.3043766345421167e-15
3038.3999999999555,5.905290091558907e-15,1.2806273130087638e-15
3038.5999999999553,4.572564640700728e-15,1.2324921246821964e-15
3038.799999999955,4.9538107821280996e-15,1.2206222284758482e-15
3038.999999999955,5.148507657801605e-15,1.1913026065231143e-15
3039.199999999955,5.679442308700704e-15,1.1844388867932759e-15
3039.3999999999546,4.5297500898323385e-15,1.1445975274488674e-15
3039.5999999999544,1.6673246408473088e-15,1.089619265820551e-15
3039.7999999999543,2.9680847623420048e-15,1.1227739353210971e-15
3039.999999999954,3.1380393821097384e-15,1.1170001352361382e-15
3040.199999999954,1.7549088005054691e-15,1.1095444453552874e-15
3040.3999999999537,3.606134352717935e-15,1.1272849151608183e-15
3040.5999999999535,3.906175445492037e-15,1.0992435718046095e-15
3040.7999999999533,4.988813148123963e-15,1.0872613378536317e-15
3040.999999999953,4.475758515708455e-15,1.059579983500006e-15
3041.199999999953,4.927882680096172e-15,1.037063836058737e-15
3041.399999999953,3.457709828161748e-15,9.762204006662765e-16
3041.5999999999526,2.622517342718879e-15,9.551326684114334e-16
3041.7999999999524,3.5215314313967547e-15,9.643911620413966e-16
3041.9999999999523,3.203925839911914e-15,9.559465611946264e-16
3042.199999999952,3.1221096569872004e-15,9.69155722369702e-16
3042.399999999952,5.185762707920691e-15,9.977402256033377e-16
3042.5999999999517,3.832043968981288e-15,9.506337587912106e-16
3042.7999999999515,1.7112355699868006e-15,8.815247641412059e-16
3042.9999999999513,2.41513085470432e-15,8.826383477690493e-16
3043.199999999951,4.080956035476752e-15,9.027546920520693e-16
3043.399999999951,4.23161609173898e-15,8.817971911128666e-16
3043.599999999951,3.323519480525933e-15,8.524695223471337e-16
3043.7999999999506,2.125865079810477e-15,8.24642690084817e-16
3043.9999999999504,4.566318196231201e-15,8.723061869388821e-16
3044.1999999999503,2.3051025454054073e-15,8.08170281540885e-16
3044.39999999995,3.21982845998014e-15,8.385675941003225e-16
3044.59999999995,3.2876577996050803e-15,8.349560044319077e-16
3044.7999999999497,4.0728541653362645e-15,8.380411101840447e-16
3044.9999999999495,3.4896882865359134e-15,7.992299017221751e-16
3045.1999999999493,3.957524700336961e-15,7.838602241964498e-16
3045.399999999949,4.481483611398947e-15,7.656000467382192e-16
3045.599999999949,3.4895921482964e-15,7.395201669900553e-16
3045.799999999949,2.265023063923702e-15,7.210030209114514e-16
3045.9999999999486,2.8621255993217017e-15,7.137606774541903e-16
3046.1999999999484,3.1799215614614377e-15,7.159653983367749e-16
3046.3999999999482,3.8690516854797755e-15,7.353582176641621e-16
3046.599999999948,1.938587577480209e-15,6.878630686083637e-16
3046.799999999948,3.697526666627832e-15,7.008196551464799e-16
3046.9999999999477,2.38123810186936e-15,6.875890534499269e-16
3047.1999999999475,2.325261506033586e-15,6.62116919841418e-16
3047.3999999999473,4.310285547264644e-15,6.789864809584939e-16
3047.599999999947,3.848178676077061e-15,6.5821114504251e-16
3047.799999999947,2.5605024607603657e-15,6.145486083148006e-16
3047.999999999947,2.65730519762085e-15,6.013133479370377e-16
3048.1999999999466,4.011537873800999e-15,6.370952489421708e-16
3048.3999999999464,3.486466173204558e-15,6.211958581870563e-16
3048.5999999999462,2.215552528155788e-15,5.923590450142573e-16
3048.799999999946,1.982546469860339e-15,6.066754900096311e-16
3048.999999999946,2.828460698349553e-15,5.990899923296136e-16
3049.1999999999457,3.4402711138436766e-15,6.109433184539311e-16
3049.3999999999455,3.697821010577003e-15,5.974428308845592e-16
3049.5999999999453,2.69435992444791e-15,5.701186067973195e-16
3049.799999999945,3.7447648470632575e-15,5.66008644118564e-16
3049.999999999945,2.7699646030121712e-15,5.475190795503051e-16
3050.199999999945,1.800718777512705e-15,5.346277674886867e-16
3050.3999999999446,3.1829183640288234e-15,5.569994958124489e-16
3050.5999999999444,2.7550792695135978e-15,5.632676455012491e-16
3050.7999999999442,3.990776249230849e-15,5.633582780266053e-16
3050.999999999944,2.307882507538296e-15,5.255517035797385e-16
3051.199999999944,3.2025341647795753e-15,5.412316069223957e-16
3051.3999999999437,3.4443641888030462e-15,5.34815755863418e-16
3051.5999999999435,3.3495193686001404e-15,5.195982795704024e-16
3051.7999999999433,3.340497620678935e-15,5.083475644484972e-16
3051.999999999943,3.866835000256811e-15,4.90128097511294e-16
3052.199999999943,3.1194319740826927e-15,4.843334921795681e-16
3052.399999999943,2.3763225579182066e-15,4.757945530382975e-16
3052.5999999999426,2.807027800168704e-15,4.77337370612162e-16
3052.7999999999424,3.015648838703886e-15,4.785861618742109e-16
3052.9999999999422,2.1419385887758114e-15,4.559494710566357e-16
3053.199999999942,2.2269607914058827e-15,4.641467912223668e-16
3053.399999999942,2.1466726559180157e-15,4.555392953519278e-16
3053.5999999999417,2.5964581623383635e-15,4.590376473032065e-16
3053.7999999999415,2.443196656136881e-15,4.4375616708311407e-16
3053.9999999999413,3.3353889532158074e-15,4.524107262216849e-16
3054.199999999941,3.791169970595058e-15,4.51779316099066e-16
3054.399999999941,2.6770959106752097e-15,4.2183328681205787e-16
3054.599999999941,2.1226194613148354e-15,4.281235387668255e-16
3054.7999999999406,2.919191267769408e-15,4.3221555493501104e-16
3054.9999999999404,3.0491932492392876e-15,4.3023148613518625e-16
3055.1999999999402,2.223558471814999e-15,4.3060275126387965e-16
3055.39999999994,1.8634623195640937e-15,4.0970020158713006e-16
3055.59999999994,2.6083051886551358e-15,4.238415489904386e-16
3055.7999999999397,2.4777611060990135e-15,4.0592328167532313e-16
3055.9999999999395,2.7696643298323696e-15,4.0196446143809334e-16
3056.1999999999393,2.824486631519273e-15,3.8599137881656777e-16
3056.399999999939,2.9745802344980244e-15,3.888276686404488e-16
3056.599999999939,2.4655174566046894e-15,3.854549422631598e-16
3056.799999999939,3.5188450664045377e-15,3.981605158813131e-16
3056.9999999999386,3.086262587384688e-15,3.93925589373058e-16
3057.1999999999384,2.6514430943511396e-15,3.8850563730181455e-16
3057.3999999999382,2.63996008044345e-15,3.8219937113038787e-16
3057.599999999938,2.852847412175715e-15,3.817067950017799e-16
3057.799999999938,2.1520851964509707e-15,3.649908644855123e-16
3057.9999999999377,2.799827596600569e-15,3.7763478998697325e-16
3058.1999999999375,2.218874167858446e-15,3.495881526748441e-16
3058.3999999999373,2.8441536777633336e-15,3.5578067820332226e-16
3058.599999999937,2.540274043430512e-15,3.530324533361761e-16
3058.799999999937,2.2591190325231027e-15,3.4688564111707003e-16
3058.999999999937,2.3037030352183064e-15,3.44632242309798e-16
3059.1999999999366,2.5965271955235647e-15,3.4814957309305106e-16
3059.3999999999364,2.3722119070251815e-15,3.533059390990208e-16
3059.5999999999362,1.606406137159898e-15,3.3372322557277104e-16
3059.799999999936,2.3834812568719263e-15,3.3932362213155926e-16
3059.999999999936,2.4018485310584254e-15,3.4569235698284594e-16
3060.1999999999357,2.2970260862533376e-15,3.3281740324502137e-16
3060.3999999999355,2.3764784119805014e-15,3.2752440023674765e-16
3060.5999999999353,3.0394269593574455e-15,3.259342017573961e-16
3060.799999999935,2.8534786634796562e-15,3.231445781549529e-16
3060.999999999935,1.8467124547903767e-15,3.035263686542572e-16
3061.199999999935,1.7265824305625092e-15,2.9768949108450744e-16
3061.3999999999346,2.451782817364961e-15,3.117158537652262e-16
3061.5999999999344,2.83529328961858e-15,3.2057333023422364e-16
3061.7999999999342,2.2506940193132378e-15,3.070923508924182e-16
3061.999999999934,2.7587248993185803e-15,3.117732667171823e-16
3062.199999999934,2.654930752511459e-15,3.1177112266503456e-16
3062.3999999999337,2.0415664550755977e-15,2.894649864551254e-16
3062.5999999999335,3.086446393534242e-15,3.1224694342315467e-16
3062.7999999999333,2.3670041367072252e-15,2.9089340164155137e-16
3062.999999999933,2.0554402194769127e-15,2.8314826472075605e-16
3063.199999999933,1.651528746930437e-15,2.847383308512096e-16
3063.399999999933,2.2466701892973062e-15,2.865184499992033e-16
3063.5999999999326,2.2363154232753592e-15,2.8255518283900043e-16
3063.7999999999324,1.7779609080441133e-15,2.8690766163846665e-16
3063.9999999999322,1.841877590727449e-15,2.8382708221864157e-16
3064.199999999932,2.485185773398171e-15,2.882719140791381e-16
3064.399999999932,1.6444078468219885e-15,2.7192470759272215e-16
3064.5999999999317,2.2111871321038763e-15,2.7607771013311e-16
3064.7999999999315,2.9174870374795324e-15,2.7485745329347176e-16
3064.9999999999313,2.5761645234715714e-15,2.645159486311052e-16
3065.199999999931,1.6312215555364887e-15,2.5781247694697546e-16
3065.399999999931,1.4011578779415642e-15,2.5094732784903856e-16
3065.599999999931,2.1250692923565316e-15,2.6188964356880444e-16
3065.7999999999306,2.1756382180987974e-15,2.639653507456103e-16
3065.9999999999304,1.9740291300592233e-15,2.567584503232359e-16
3066.1999999999302,1.9745686900466243e-15,2.5446632622840655e-16
3066.39999999993,2.41538072942376e-15,2.6024714080495994e-16
3066.59999999993,2.369448885551238e-15,2.525718311627539e-16
3066.7999999999297,2.4948849359189432e-15,2.54585651994851e-16
3066.9999999999295,2.4732775489509596e-15,2.4731858576344194e-16
3067.1999999999293,2.2890099781987597e-15,2.4934839434241846e-16
3067.399999999929,1.5646817176946247e-15,2.3302715470979176e-16
3067.599999999929,2.1167275001337344e-15,2.4307563891196753e-16
3067.799999999929,2.3230162334486517e-15,2.4235830788476155e-16
3067.9999999999286,2.338324236387905e-15,2.390632173710443e-16
3068.1999999999284,2.107604320017095e-15,2.367762813530169e-16
3068.3999999999282,2.1342538823618468e-15,2.3470107710202347e-16
3068.599999999928,2.098252652762934e-15,2.31050126871341e-16
3068.799999999928,2.1356627099113675e-15,2.2928927772289734e-16
3068.9999999999277,1.9477509916618427e-15,2.2169393328486803e-16
3069.1999999999275,2.4114843778663903e-15,2.2038821876178572e-16
3069.3999999999273,1.9083605714827288e-15,2.134775284080441e-16
3069.599999999927,1.4405514744942303e-15,2.0744879787574122e-16
3069.799999999927,1.8405276319677626e-15,2.1816455875189617e-16
3069.999999999927,2.3627965005417395e-15,2.2030433603022795e-16
3070.1999999999266,1.8696348604089726e-15,2.131077191172288e-16
3070.3999999999264,1.9675781271329346e-15,2.162869381707396e-16
3070.5999999999262,1.967833084050058e-15,2.0863976590425017e-16
3070.799999999926,1.8143138680743734e-15,2.0534357689467946e-16
3070.999999999926,1.7665417392448229e-15,2.0544909867106163e-16
3071.1999999999257,2.383334084897341e-15,2.090007078188989e-16
3071.3999999999255,2.5523789912797233e-15,2.0827649464899648e-16
3071.5999999999253,1.9509989394980894e-15,2.0349049379921367e-16
3071.799999999925,1.5302404051471992e-15,1.872460694669911e-16
3071.999999999925,2.0790036172783433e-15,1.965103070391278e-16
3072.199999999925,2.2264271606491125e-15,2.0538103163281586e-16
3072.3999999999246,2.1337416391869948e-15,1.9955578753120103e-16
3072.5999999999244,2.0066064407270974e-15,1.9882118497280494e-16
3072.7999999999242,2.0618063073502392e-15,1.9898542995523346e-16
3072.999999999924,1.9510624669691334e-15,1.9070885926937488e-16
3073.199999999924,2.094115743848544e-15,1.9494291227490311e-16
3073.3999999999237,2.058786423135041e-15,1.868983359723636e-16
3073.5999999999235,2.25780337859778e-15,1.8760128067435607e-16
3073.7999999999233,1.9410185620388288e-15,1.7679910920269138e-16
3073.999999999923,1.9350442269036074e-15,1.795838756005777e-16
3074.199999999923,2.055696658701694e-15,1.8456409845818796e-16
3074.399999999923,2.1093547136025962e-15,1.833651365562393e-16
3074.5999999999226,1.8421520294023596e-15,1.8751242162423317e-16
3074.7999999999224,1.786187292027847e-15,1.8132426360938927e-16
3074.9999999999222,2.0795012491348552e-15,1.8751107166547348e-16
3075.199999999922,1.8074634891134542e-15,1.785716976983884e-16
3075.399999999922,2.243144626412597e-15,1.8155485509438945e-16
3075.5999999999217,2.1299585782863202e-15,1.775449349476386e-16
3075.7999999999215,2.4964371237947867e-15,1.8342650674024584e-16
3075.9999999999213,1.8458196820639707e-15,1.6846762695904907e-16
3076.199999999921,1.711881962004674e-15,1.702776834277723e-16
3076.399999999921,1.932883234096925e-15,1.6970949637373209e-16
3076.599999999921,2.036437670579973e-15,1.7581876121047313e-16
3076.7999999999206,1.7782048535329225e-15,1.6870480941917008e-16
3076.9999999999204,1.9054277199028608e-15,1.687175413831585e-16
3077.1999999999202,2.253561861114404e-15,1.7496913422481786e-16
